Statment,Relevant?,Condition
" 'In the event of substantial redemption requests, the Management Company reserves the right, with the prior consent of the Depositary, to redeem units at the applicable NAV only after it has sold the corresponding assets promptly, yet always acting in the best interests of the unitholders.Units can be returned to the Management Company and via the paying agents.',",N,0
" 'Any other payments to unitholders are also made through these offices.An example of calculating the redemption price is presented below:Net assets  EUR 1,000,000.00÷  Number of units  outstanding on the  reference date  10,000.00Net asset value per unit EUR 100.00-  Redemption fee  (e.g., 2.5%) EUR 2.50Redemption price EUR 97.50The Management Company may, at its sole discre-tion, restrict or prohibit the ownership of units of the fund by unauthorized persons (?Unauthorized Persons?).',",N,0
" 'Unauthorized persons are private indi-viduals, partnerships or corporations that are not authorized, at the sole discretion of the Manage-ment Company, to subscribe or hold units of the fund or, where applicable, of a particular sub-fund or of a particular unit class (i) if, in the opinion of the Management Company, such a unitholding might be detrimental to the fund, (ii) if this might result in the violation of laws or regulations applicable within or outside of Luxembourg, (iii) if this might result in the fund suffering adverse tax, legal or financial con-sequences that it otherwise would not have faced, or (iv) if the aforementioned persons or companies do not meet the prerequisites set for investors as regards the acquisition of the units.The Management Company may require unithold-ers to provide any information or documents that it deems necessary in order to be able to deter-mine whether the beneficial owner of the units is (i) an unauthorized person, (ii) a U.S. person or (iii) a person that holds units but does not meet the necessary prerequisites.If the Management Company receives knowl-edge at any time that units are being held bene-ficially by persons identified under (i), (ii) and (iii) above (irrespective of whether they are sole or joint owners) and if the relevant person does not respond appropriately to a request by the Management Company to sell its units and to provide proof of such sale to the Management Company within 30 calendar days following issuance by the Management Company of such a request, the Management Company may, at its own discretion, forcibly redeem the units at the redemption price.',",N,0
" 'Such forced redemption takes place, in accordance with the terms and conditions applicable for the units, immediately following the close of business on the date indi-cated by the Management Company in its corre-sponding notice to the unauthorized person, and such investors are no longer considered owners of these units.',",N,0
" 'Market timing and short-term tradingThe Management Company prohibits all practices connected with market timing and short-term trading and reserves the right to refuse orders if it suspects that such practices are being applied.',",N,0
" 'In such cases, the Management Company will take all measures necessary to protect the other investors in the fund.Late tradingLate trading occurs when an order is accepted after the close of the relevant acceptance dead-lines on the respective valuation date, but is executed at that same day™s price based on the net asset value.',",N,0
" 'The practice of late trading is not permitted as it violates the conditions of the sales prospectus of the fund, under which the price at which an order placed after the order acceptance limit is executed is based on the next valid net asset value per unit.',",N,0
" 'Publication of the issue and redemption pricesThe current issue and redemption prices and all other information for unitholders may be requested at any time at the registered office of the Management Company and from the paying agents.',",N,0
" 'In addition, the issue and redemption prices are published in every country of distri-bution through appropriate media (such as the Internet, electronic information systems, news-papers, etc.).',",N,0
" 'Neither the Management Company nor the paying agents shall be liable for any errors or omissions with respect to the publication of prices.COSTSCosts and services receivedThe fund shall pay the Management Company an all-in fee on the net assets of the fund based on the net asset value per unit calculated on the valuation date.',",N,0
" 'The amount of the all-in fee is defined in the respective special section of the sales prospectus.',",N,0
" 'The all-in fee shall gener-ally be withdrawn from the fund at the end of each month.',",N,0
" 'This fee shall in particular serve as remuneration for investment management, fund management, distribution and the services of the Depositary.',",N,0
" 'Aside from the all-in fee, the following expenses may be charged to the fund: Œall of the taxes charged to the assets of the fund and to the fund itself (especially the taxe d™abonnement), as well as any taxes that may arise in connection with administrative and custodial costs; Œany costs that may arise in connection with the acquisition and disposal of assets; Œextraordinary costs (e.g., court costs) that may be incurred in order to protect the inter-ests of unitholders of the fund; the Manage-ment Company shall decide in each individual case whether or not to assume such costs and will report these separately in the annual report; Œcosts for informing the fund investors by means of a durable medium, with the excep-tion of costs for informing the investors in the case of a fund merger and in the case of measures related to accounting errors in determining the NAV or when contravening investment limits.In addition, a performance-based fee may be payable, the amount of which is also specified in the respective special section of the sales prospectus.Investment in units of target funds Investments in target funds may lead to dupli-cate costs, as fees are incurred at the level of the respective fund as well as at the level of a target fund.',",N,0
" 'In conjunction with the acquisition of target fund units, the following types of fees are to be borne, directly or indirectly, by the fund™s investors:  Œthe management fee/all-in fee of the target fund;  Œthe performance-based fees of the target fund;  Œthe initial sales charges and redemption fees of the target fund; Œreimbursements of expenses of the target fund;  Œother costs.',",N,0
" 'The initial sales charges and redemption fees that have been charged to the fund in the reporting period for the acquisition and redemption of units in target funds shall be disclosed in the annual and semiannual reports.',",N,0
" 'Furthermore, the annual and semiannual reports will disclose the remu-neration charged to the fund by another company as the management fee/all-in fee for the target fund units held in the fund.',",N,0
" 'If the fund™s assets are invested in units of a tar-get fund that is managed directly or indirectly by the same Management Company or by another company that is affiliated with the Management Company by virtue of joint management or con-trol, or by material direct or indirect sharehold-ing, the Management Company or the other company will not charge to the fund™s assets any initial sales charges or redemption fees for the acquisition or redemption of units of this other fund.13 The share of the management fee/all-in fee to be attributed to the units of affiliated investment assets (duplicate costs or difference method) is indicated in the special section of the sales prospectus.With regard to trading activity for the investment fund, the Management Company is entitled to make use of valuable benefits that are offered by brokers and traders and that are used by the Man-agement Company to make investment decisions in the interests of the unitholders.',",N,0
" 'These services include direct services offered by brokers and traders themselves, such as research and finan-cial analyses, and indirect services such as market and price information systems.Income arising from the use of securities lending transactions and repurchase agreements shall in principle Œ less direct and indirect operational costs Œ flow into the fund™s assets.',",N,0
" 'The Manage-ment Company shall be entitled to charge a fee for initiating, preparing and implementing such agreements.',",N,0
" 'The Management Company shall receive a flat fee for initiating, preparing and implementing securities lending transactions (including synthetic securities lending agree-ments) and securities repurchase agreement transactions for the account of the fund amount-ing to up to 40% of the income from these transactions.',",N,0
" 'The Management Company shall bear the costs which arise in connection with preparing and implementing such transactions, including any fees payable to third parties (e.g., the transaction costs payable to the Depositary as well as the costs for using special information systems to ensure best execution).The specified costs are listed in the annual reports.The Management Company usually passes on some of its management fee to intermediaries.',",N,0
" 'This is paid as remuneration for sales services performed on an agency basis.',",N,0
" 'This may constitute a substantial amount.',",N,0
" 'The annual report contains additional information on this.',",N,0
" 'The investment stock corporation does not receive any reimburse-ment of the fees and expense reimbursements paid out of the net assets to the Depositary and third parties.',",N,0
" 'Valuable benefits offered by brokers and traders, which the Company uses in the inter-ests of investors, shall not be affected (see the sections entitled ?Buy and sell orders for securi-ties and financial instruments? and ?Commission sharing?).In addition to the aforementioned costs, the investor may incur additional costs that are con-nected to the tasks and services of local sales agents, paying agents or similar agents.',",N,0
" 'These costs shall not be borne by the fund™s assets, but directly by the investor.Repayment to certain investors of  management fees collectedThe Management Company may, at its discretion, agree with individual investors the partial repay-ment to them of the management fees collected.',",N,0
" 'This can be a consideration especially in the case of institutional investors which invest large amounts directly for the long term.',",N,0
" 'The ?Institu-tional Sales? division at Deutsche Asset Manage-ment S.A. is responsible for these matters.Total expense ratioThe total expense ratio (TER) is defined as the proportion of the fund™s expenditures to the aver-age net assets of the fund, excluding accrued transaction costs.',",N,0
" 'The effective TER is calculated annually and published in the annual report.Buy and sell orders for securities and  financial instrumentsThe Management Company generally submits buy and sell orders for securities and financial instruments directly to brokers and traders for the account of the fund™s assets.',",N,0
" 'It concludes agreements with these brokers and traders under customary market conditions that com-ply with first-rate execution standards.',",N,0
" 'When selecting the broker or trader, the Management Company takes into account all relevant factors, such as the credit rating of the broker or trader and the quality of the market information, the analyses, as well as the execution capacities provided.',",N,0
" 'Moreover, the Management Company cur-rently concludes agreements in which it can take advantage of and utilize valuable benefits offered by brokers and traders.',",N,0
" 'These services, which the Management Company is entitled to retain (for more information, see the provision in the management regulations that deals with fees and reimbursement of expenses), include services provided by the brokers and traders directly and those provided by third parties.',",N,0
" 'These services may include the following, for example: particular advice regarding the advis-ability of trading an asset or its valuation, anal-yses and consultation services, economic and political analyses, portfolio analyses (including valuation and performance measurement), mar-ket analyses, market and price information sys-tems, information services, computer hardware and software, or any and all other means of gathering information in the scope in which they are used to support the investment decision process and the performance of the services owed by the Management Company in respect of the investments of the investment fund.',",N,0
" 'That means brokerage services may not be limited to general analysis, but may also include spe-cial services such as Reuters and Bloomberg.',",N,0
" 'Agreements with brokers and traders may include the condition that traders and brokers are to transfer to third parties immediately or later a portion of the commissions paid for the purchase or sale of assets; said commissions shall be provided by the Management Company for the services previously specified.',",N,0
" 'The Management Company shall comply with all valid regulatory and industry standards when taking advantage of these benefits (often also called ?soft dollars?).',",N,0
" 'In particular, the Manage-ment Company shall not accept any benefits, nor conclude any agreements on obtaining such benefits, if these agreements do not support the Management Company in its investment deci-sion process according to reasonably prudent dis-cretion.',",N,0
" 'The prerequisite is that the Management Company shall always ensure that the transac-tions are executed while taking into account the appropriate market at the appropriate time for transactions of the appropriate type and size at the best possible conditions and that no unnec-essary business transactions are concluded to acquire the right to such benefits.',",N,0
" 'The goods and services received within the scope of soft-dollar agreements shall exclude travel, accommodations, entertainment, general administrative goods and services, general office equipment and office space, membership fees, employee salaries and direct cash payments.',",N,0
" 'Commission sharingThe Management Company may conclude agreements with select brokers under which the respective broker transfers, either immediately or after a time delay, portions of the payments it receives under the relevant agreement from the Management Company for the purchase or sale of assets to third parties that will provide research or analytical services to the Manage-ment Company.',",N,0
" 'These agreements (?commis-sion-sharing agreements?) are used by the Man-agement Company for the purpose of managing the investment fund.',",N,0
" 'To clarify: the Management Company shall use these services as specified in and only in accordance with the conditions set out in the ?Buy and sell orders for securities and financial instruments? section.',",N,0
" 'Regular savings or withdrawal plansRegular savings or withdrawal plans are offered in certain countries in which the fund may be offered for sale to the public.',",N,0
" 'Additional information about these plans is available from the Management Company and from the respective sales agents in the countries of distribution of each fund.Compensation policyThe Management Company is included in the compensation strategy of the Deutsche Bank Group.',",N,0
" 'All compensation matters and compliance with regulatory provisions are monitored by the relevant bodies of the Deutsche Bank Group.',",N,0
" 'The Deutsche Bank Group pursues a total com-pensation approach, which includes fixed and variable compensation components and includes deferred compensation components that are linked both future individual performance and to the sustained performance of the Deutsche Bank Group.',",N,0
" 'To determine the amount of the deferred compensation component and the instruments linked to long-term performance (such as equi-ties or fund units), the Deutsche Bank Group has defined a compensation system that avoids significant dependence on the variable compen-sation component.The compensation system is defined in the compensation policy, which covers the following points, among others:a) The remuneration policy is consistent with and promotes sound and effective risk manage-ment and does not encourage the assumption of excessive risk.',",N,0
" 'b) The remuneration policy is consistent with the business strategy, objectives, values and interests of the Deutsche Bank Group (includ-ing the Management Company, the UCITS it manages and the investors in these UCITS) and includes measures to avoid conflicts of interest.14 c) Performance is evaluated over a multi-year period.',",N,0
" 'd) The fixed and variable components of total remuneration are proportionate with each other, with the proportion of fixed components in the total remuneration sufficiently high to offer complete flexibility with respect to the variable remuneration components, including the possibility of forgoing the payment of a variable component entirely.Further details of the Management Company™s current remuneration policy are published in the internet at https://www.db.com/cr/de/ konkret-verguetungsstrukturen.htm and the linked remuneration report of Deutsche Bank AG.',",N,0
" 'These include a description of the methods for calculating remuneration and benefits to cer-tain groups of employees and information on the persons responsible for the allocation, including members of the remuneration committee.',",N,0
" 'Upon request, the Management Company will provide the information in paper form free of charge.FUND LIQUIDATION/CHANGES TO THE  MANAGEMENT REGULATIONSThe Management Company may liquidate the fund or change the management regulations at any time.',",N,0
" 'Particulars are provided in the manage-ment regulations.TAXES Pursuant to articles 174-176 of the Law of 2010, the net assets of the fund are subject to a tax in the Grand Duchy of Luxembourg (the taxe d™abonne-ment) of 0.05% p.a.',",N,0
" 'or 0.01% p.a.',",N,0
" 'respectively at present, payable quarterly on the net assets of the fund reported at the end of each quarter.',",N,0
" 'The rate is 0.01% p.a.',",N,0
" 'in relation to:a) funds whose exclusive purpose is to invest in money market instruments and time deposits with credit institutions;b) funds whose exclusive purpose is to invest in time deposits with credit institutions;c) individual (sub-)funds and individual unit classes insofar as investment in these (sub-)funds or unit classes is reserved for one or more institutional investors.Pursuant to article 175 of the Law of 2010, the assets of a (sub-)fund or unit class may be com-pletely free of the taxe d™abonnement under cer-tain circumstances.',",N,0
" 'The tax rate applicable to the fund can be found in the special section of the sales prospectus.',",N,0
" 'The fund™s income may be subject to withholding tax in the countries where the fund™s net assets are invested.',",N,0
" 'In such cases, neither the Depositary nor the Management Company is required to obtain tax certificates.The tax treatment of fund income at investor level is dependent on the individual tax regulations applicable to the investor.',",N,0
" 'To gain information about individual taxation at investor level (espe-cially non-resident taxpayers), a tax advisor should be consulted.',",N,0
" 'SELLING RESTRICTIONS The units of this fund that have been issued may be offered for sale or sold to the public only in countries where such an offer or such a sale is permissible.',",N,0
" 'Unless the Management Company, or a third party authorized by it, has obtained per-mission to do so from the local regulatory authori-ties and such permission can be presented by the Management Company, this prospectus does not constitute a solicitation to purchase investment fund units, nor may the prospectus be used for the purpose of soliciting the purchase of invest-ment fund units.',",N,0
" 'The information contained herein and the units of the investment fund are not intended for dis-tribution in the United States of America or to U.S. persons (individuals who are U.S. citizens or whose permanent place of residence is in the United States of America and partnerships or corporations established in accordance with the laws of the United States of America or of any state, territory or possession of the United States).',",N,0
" 'Accordingly, units will not be offered or sold in the United States or to or for the account of U.S. persons.',",N,0
" 'Subsequent transfers of units in or into the United States or to U.S. persons are prohibited.',",N,0
" 'This prospectus may not be distributed in the United States of America.',",N,0
" 'The distribution of this prospectus and the offering of the units may also be restricted in other jurisdictions.Investors that are considered ?restricted per-sons? as defined in Rule 2790 of the National Association of Securities Dealers in the United States (NASD Rule 2790) must report their hold-ings in the investment fund to the Management Company without delay.This prospectus may be used for sales purposes only by persons who have express written autho-rization from the Management Company (granted directly or indirectly via authorized sales agents) to do so.',",N,0
" 'Declarations or representations by third parties that are not contained in this sales pro-spectus or in the documentation have not been authorized by the Management Company.The documents are available to the public at the registered office of the Management Company.Foreign Account Tax Compliance Act Œ  ?FATCA?The provisions of the Foreign Account Tax Com-pliance Act (generally known as ?FATCA?) are part of the Hiring Incentives to Restore Employment Act (the ?Hire Act?), which came into force in the United States in March 2010.',",N,0
" 'These provisions in U.S. law are designed to prevent tax evasion among U.S. citizens.',",N,0
" 'Accordingly, financial insti-tutions outside the U.S. (?foreign financial insti-tutions? or ?FFIs?) are obliged to provide the U.S. tax authorities, the Internal Revenue Service (?IRS?), with annual data concerning ?financial accounts? held directly or indirectly by ?specified U.S. persons?.',",N,0
" 'In general, 30% withholding tax is levied on FFIs that fail to meet these report-ing obligations for certain incomes from U.S. sources.',",N,0
" 'This provision is to be introduced on a gradual basis in the period from July 1, 2014, to 2017.',",N,0
" 'In principle, non-U.S. funds, such as this fund, have FFI status and must conclude an FFI agreement with the IRS if they are not graded as ?FATCA-compliant? or, subject to an inter-gov-ernmental model 1 agreement (?IGA?), meet the requirements of the IGA of their country of domicile either as a ?Reporting Financial Institu-tion? or as a ?Non-Reporting Financial Institution?.',",N,0
" 'IGAs are agreements between the United States of America and other states in relation to the implementation of the FATCA requirements.',",N,0
" 'Lux-embourg signed a model 1 agreement with the United States and an associated memorandum of understanding on March 28, 2014.',",N,0
" 'For this rea-son, the fund must comply with the provisions of such a Luxembourg IGA at the appropriate time.',",N,0
" 'The Management Company will continuously examine the extent of the requirements placed on them by the FATCA and, in particular, the Luxembourg IGA.',",N,0
" 'In this context it may become necessary for the Management Company to call on all investors to present all the necessary doc-uments to establish their tax residency creden-tials, so as to be able to check whether they are to be classified as specified U.S. persons.',",N,0
" 'Investors and intermediaries acting on behalf of investors should note that, according to the rel-evant principles of the fund, units may not be offered or sold for the account of a U.S. person and subsequent transfers of units to U.S. per-sons are prohibited.',",N,0
" 'If the units are held by a U.S. person as the economic beneficiary, the Man-agement Company may, at its discretion, forcibly redeem the relevant units.',",N,0
" 'Investors should also note that the definition of specified U.S. persons in the sense of FATCA regulations covers a larger number of investors than the current definition of U.S. persons.',",N,0
" 'As soon as more detailed informa-tion is available in relation to the implementation of the IGA between Luxembourg and the United States, the Management Company can decide that it is in the interests of the fund to apply the criteria for the type of investors who will be prohibited from investing in a fund in the future more strictly and to draw up proposals for how the units held by existing investors are to be dealt with in this context.Common Reporting Standard Œ CRS In order to facilitate the comprehensive and mul-tilateral automatic exchange of information at a global level, the OECD received a mandate from the G8/G20 countries to develop a global report-ing standard.',",N,0
" 'This reporting standard was intro-duced in the amended Directive on Administra-tive Cooperation (?DAC 2?) of December 9, 2014.',",N,0
" 'The EU member states were required to trans-pose this Directive into national law by Decem-ber 31, 2015; this was done in Luxembourg by the Law of December 18, 2015 (the ?CRS Law?, published in the Mémorial A Œ no.',",N,0
" '244 on Decem-ber 24, 2015).',",N,0
" 'Under the Common Reporting Standard, cer-tain financial institutions under Luxembourg law are obliged to carry out an identification of their account holders and to determine where the account holders are resident for tax purposes (for this standard, investment funds such as this one are generally deemed to be financial institutions under Luxembourg law).',",N,0
" 'This requires a finan-cial institution under Luxembourg law which is 15 regarded as ?Reporting Financial Institution? to obtain information from clients in order to deter-mine their status for the purposes of the CRS and/or the tax residence of its accountholders at account opening.',",N,0
" 'Luxembourg ?Reporting Financial Institutions? must submit the information on holders of finan-cial accounts to the Luxembourg tax authorities (Administration des contributions directes) for the first time for 2016.',",N,0
" 'The information must be submitted by June 30, 2017, and also includes (certain) cases in which the controlling persons are resident in a country with a reporting require-ment (determined by Grand Ducal regulation).',",N,0
" 'From the end of September 2017, the Luxem-bourg tax authorities will automatically exchange this information with the competent foreign tax authorities.Data protectionUnder the CRS Law and Luxembourg data pro-tection legislation every natural person affected (i.e.',",N,0
" 'with a potential reporting requirement) must be informed of the processing of their data before it is processed by the Luxembourg ?Reporting Financial Institution? on the processing of data.',",N,0
" 'In accordance with Luxembourg data protection legislation, if the fund is classified as a ?Report-ing Financial Institution?, it shall inform the natural persons with a reporting obligation as defined above of this fact.',",N,0
" 'The ?Reporting Financial Institution? is responsi-ble for the processing of personal data and is the party responsible for processing for purposes of the CRS Law.',",N,0
" 'ŒPersonal data is intended for processing within the meaning of the CRS Law.',",N,0
" 'ŒThe data can be reported to the Luxembourg tax authorities (Administration des contribu-tions directes), which may forward them to the competent authority(ies) of one or more countries with a reporting obligation.',",N,0
" 'ŒWhen a request for information for purposes of the CRS Law is sent to the natural per-son concerned, the individual is obliged to respond.',",N,0
" 'Failure to respond within the pre-scribed period can result in the (erroneous or duplicate) reporting of the account to the Luxembourg tax authorities.',",N,0
" 'Any natural person affected has the right to view the data transmitted to the Luxembourg tax authority for purposes of the CSR Law and to make any necessary corrections to it.Foreign language versionsIn the event of any inconsistency between the original German language version of the sales prospectus and its English translation, the Ger-man language version shall prevail.',",N,0
" 'The Man-agement Company may, on behalf of itself and the fund, declare translations into particular lan-guages as legally binding versions with respect to those units of the fund sold to investors in countries where the fund™s units may be offered for sale to the public.PERFORMANCEPast performance is not a guarantee of future results for the fund.',",N,0
" 'The returns and the prin-cipal value of an investment may rise or fall, so investors must take into account the pos-sibility that they will not get back the original amount invested.INVESTOR PROFILESThe definitions of the following investor profiles were drawn up under the assumption of nor-mally functioning markets.',",N,0
" 'Further risks may arise in each case in the event of unforeseen market situations and market disruptions due to non-functioning markets.?Risk-averse? investor profileThe fund is intended for the risk-averse inves-tor seeking steady returns at comparably low interest rates.',",N,0
" 'Moderate short-term fluctua-tions are possible, but no loss of capital is to be expected in the medium to long term.?Income-oriented? investor profileThe fund is intended for the income-oriented investor seeking higher returns through inter-est income and from possible capital gains.',",N,0
" 'Return expectations are offset by only moder-ate equity, interest rate and currency risks, as well as minor default risks.',",N,0
" 'Loss of capital is thus improbable in the medium to long term.?Growth-oriented? investor profileThe fund is intended for the growth-oriented investor seeking returns in excess of capital market interest rates, with capital apprecia-tion generated primarily from opportunities in the equity and currency markets.',",N,0
" 'Security and liquidity are subordinate to potential high returns.',",N,0
" 'This entails higher equity, interest rate and currency risks, as well as default risks, all of which can result in loss of capital.?Risk-tolerant? investor profileThe fund is intended for the risk-tolerant inves-tor who, in seeking investments that offer targeted opportunities to maximize returns, can tolerate the unavoidable, and occasionally substantial, fluctuations in the values of specu-lative investments.',",N,0
" 'The high risks from price fluctuations, as well as high credit risks, make it probable that the fund will lose value from time to time, and expectations of high returns and tolerance of risk are offset by the possibility of incurring significant losses of capital invested.16Investment objective and investment policy The investment objective of the umbrella fund Deutsche Multi Opportunities is to achieve the highest possible appreciation of capital in euro.',",N,0
" 'Only investment fund units and assets that are expected to generate income and/or growth may be acquired for the fund.On the one hand, the umbrella fund may in invest in units of Undertakings for Collective Investment in Transferable Securities.',",Y,1
" 'Units of domestic and foreign equity funds, mixed securities funds, fixed-income securities funds and money market securities funds may be acquired for the fund Deutsche Multi Oppor-tunities.',",Y,1
" 'Based on the assessment of the market situation, the fund™s assets may be fully invested in one of these fund categories.The value of the target fund units must not fall below 51% of the value of the fund™s net assets.',",Y,1
" 'The umbrella fund is not permitted to invest in futures funds, venture capital funds or special funds.On the other hand, the fund™s assets may be invested in equities, fixed rate and floating rate securities, equity certificates, convertible deben-tures, convertible and warrant-linked bonds whose warrants are on securities, warrants on securities as well as in participation and dividend-right cer-tificates.',",Y,1
" 'Care is taken to ensure an international spread.',",Y,1
" 'The investment policy is implemented in compliance with article 4 B. of the management regulations and furthermore through the use of suitable derivatives.',",N,0
" 'The derivative financial instru-ments may include options, forwards, futures contracts on financial instruments and options on such contracts as well as privately agreed swap contracts on any type of financial instruments, including credit default swaps.The sub-fund may invest up to 10% in contingent convertibles.In addition, the net assets may be invested in all other permissible assets.The risks associated with the assets are con-tained in the general section of the sales prospectus.Investment limitsNotwithstanding article 4 B.',",Y,1
" '(i) of the manage-ment regulations, the following applies:The net assets may be used to acquire units of other Undertakings for Collective Investment in Transferable Securities and/or collective invest-ment undertakings as defined in paragraph A.',",N,0
" '(e), provided that no more than 20% of net assets are invested in one and the same Undertaking for Collective Investment in Transferable Securities and/or collective investment undertaking.Every sub-fund of an umbrella fund is to be regarded as an independent issuer, provided that Investor profile Growth-orientedFund currency EURFund manager Deutsche Asset Management Investment GmbHPerformance benchmark 25% MSCI World, 25% MSCI Europe, 40% REXP, 10% Euribor 3MReference portfolio (risk benchmark) 50% MSCI Œ Europe Ex UK Index   50% MSCI World IndexLeverage A maximum of twice the value of the net assetsValuation date  Each bank business day in Luxembourg and Frankfurt/Main.',",Y,1
" 'A bank business day is any day on which commercial banks are open and payments are processed in Luxem-bourg and Frankfurt/Main.Order acceptance  All orders are submitted on the basis of an unknown net asset value per unit.',",N,0
" 'Orders received by the Manage-ment Company or the paying agent at or before 11:30 AM Luxembourg time (CET) on a valuation date are processed on the basis of the net asset value per unit on this valuation date.',",N,0
" 'Orders received after 11:30 AM Luxembourg time (CET) are processed on the basis of the net asset value per unit on the next valuation date.Value date  In the case of purchases, the equivalent value is charged two bank business days after issue of the units.',",N,0
" 'The equivalent value is credited two bank business days after redemption of the units.Fractional units Up to three decimal placesMaturity date No fixed maturityMaximum management fee charged  3.25% p.a.in respect of investment in units of  other funds (payable by the fund)  Publication date of filing of the July 3, 2017management regulations in theCommercial Register (RESA) Effective date of the  May 31, 2017management regulations Unit class Currency of the unit classes Initial issue price Minimum investment* Distribution policyFC EUR EUR 105 (incl.',",N,0
" 'initial sales charge) EUR 400,000 ReinvestmentLD EUR EUR 104 (incl.',",N,0
" 'initial sales charge) None DistributionNC EUR EUR 102 (incl.',",N,0
" 'initial sales charge) None Reinvestment RC EUR EUR 100 (incl.',",N,0
" 'initial sales charge) EUR 1,000,000 ReinvestmentDeutsche Multi OpportunitiesB.',",N,0
" 'Sales Prospectus Œ Special SectionDue to its composition and the techniques applied by its fund management, the fund™s assets are subject to increased volatility which means that the prices per unit may be subject to considerable downward or upward fluctuation, even within short periods of time.',",N,0
" '* The Management Company reserves the right to deviate from the minimum investment in individual cases.',",N,0
" '** In addition, the expenses set down in the general section of the sales prospectus may also be charged to the fund.Unit class Initial sales charge Redemption fee  All-in fee  Taxe d™abonnement Inception date (payable by the unitholder)  (payable by the unitholder) (payable by the fund)** (payable by the fund)FC 0% 0%  Up to 0.85% p.a.',",N,0
" '0.05% p.a.',",N,0
" 'May 31, 2002LD Up to 4% 0%  Up to 1.5% p.a.',",N,0
" '0.05% p.a.',",N,0
" 'December 17, 2013NC Up to 2% 0%  Up to 1.9% p.a.',",N,0
" '0.05% p.a.',",N,0
" 'January 13, 2014RC 0% 0% Up to 0.60% p.a.',",N,0
" '0.05% p.a.',",N,0
" 'May 31, 201717the principle of individual liability per sub-fund is applicable in terms of liability to third parties.Investments in units of collective investment undertakings other than Undertakings for Collec-tive Investment in Transferable Securities must not exceed 30% of the net assets in total.In the case of investments in units of another Undertaking for Collective Investment in Trans-ferable Securities and/or other collective invest-ment undertakings, the investments held by that Undertaking for Collective Investment in Transferable Securities and/or by other collective investment undertakings are not taken into con-sideration for the purposes of the limits specified in paragraph B.',",N,0
" '(a), (b), (c), (d), (e) and (f).Risk managementThe market risk in the fund is limited using the relative Value-at-Risk (VaR) method.In addition to the provisions in the sales prospec-tus, the potential market risk of the fund is mea-sured based on a reference portfolio that does not contain derivatives (?risk benchmark?).The leverage is not expected to exceed twice the value of the net assets of the fund.',",N,0
" 'The leverage is calculated using the sum of the nominals (sum of the nominals of all the portfolio™s derivatives divided by the current net value of the portfolio).',",N,0
" 'However, the expected leverage should not be viewed as an additional risk limit for the fund.Exchanges and marketsThe Management Company may have the units of the fund admitted for listing on an exchange or traded in organized markets; currently the Com-pany is not availing itself of this option.The Management Company is aware that Œ with-out its consent Œ as of the date of creation of this sales prospectus, the units of the following fund are being traded or are listed on the following exchanges and markets: ŒStuttgart Stock Exchange (Börse Stuttgart) ŒHamburg Stock Exchange (Börse Hamburg) ŒMunich Stock Exchange (Börse München) ŒDüsseldorf Stock Exchange (Börse Düsseldorf) ŒBerlin Stock Exchange (Börse Berlin) ŒFrankfurt Stock Exchange (Börse Frankfurt)The possibility that such trading might be discon-tinued at short notice, or that the units of the fund may be trading or introduced for trading in other markets Œ including at short notice, where appli-cable Œ cannot be excluded.',",N,0
" 'The Management Company has no knowledge of this.The market price underlying exchange trading or trading in other markets is not determined exclu-sively by the value of the assets held in the fund.',",N,0
" 'Supply and demand are also contributing factors.',",N,0
" 'The market price may therefore deviate from the calculated net asset value per unit.Investment in units of target funds In addition to the information provided in the gen-eral section of the sales prospectus, the following applies to this fund: The fund will not invest in target funds with a management fee above a certain level.',",N,0
" 'More pre-cise information on the maximum management fees for the fund is available is the summary table.When investments are made in affiliated target funds, the all-in fee attributable to units of affili-ated target funds is deducted from the all-in fee/management fee charged by the acquired target funds, if necessary up to the full amount (differ-ence method).Performance of unit classes vs. benchmark (in euro)Unit class ISIN 1 year 3 years 5 yearsClass LD LU0989117667 6.3% 20.8%  22.7%1)Class FC LU0148742835 6.9% 23.0% 51.4%Class NC LU0989130413 5.9%  19.1%1) Œ40% REXP, 25% MSCI Europe,  25% MSCI World,    4.5% 21.2% 46.5%  10% Euribor 3M1) Class LD launched on December 17, 2013/Class NC launched on January 13, 2014?BVI method? performance, i.e., not taking the initial sales charge into account.',",N,0
" 'Past performance is no guide to future results.',",N,0
" 'As of: December 31, 201618 C. Management Regulations The contractual rights and obligations of the Management Company, the Depos-itary and the unitholders with regard to the fund are based on the following man-agement regulations.Article 1  The fund1.',",N,0
" 'Deutsche Multi Opportunities (the ?fund?) is a legally dependent investment fund (fonds commun de placement) consisting of secu-rities and other assets (?fund assets?) and managed on the basis of the principle of risk-spreading for the collective account of the investors (?unitholders?).',",N,0
" 'Unitholders have an interest in the fund™s assets in pro-portion to the number of units they hold.',",N,0
" 'The assets constituting the fund™s assets are in principle held by the Depositary.2.',",N,0
" 'The reciprocal rights and obligations of the unitholders, the Management Company and the Depositary are set forth in these man-agement regulations, the current version of which, together with changes thereto, was filed in the Commercial Register in Luxem-bourg, and whose filing memorandum is published in the Recueil Electronique des Sociétés et Associations (RESA) of the Com-mercial Register.',",N,0
" 'By purchasing a unit, the unitholder accepts the management regula-tions and all approved changes to them.Article 2  The Management Company1.',",N,0
" 'The Management Company of the fund is Deutsche Asset Management S.A., a pub-lic limited company under Luxembourg law with registered office in Luxembourg.',",N,0
" 'It was established on April 15, 1987.',",N,0
