,Statment,condition
395,"If, at any time, the Management Company becomes aware that shares are in the beneficial ownership of an unauthorized person, either wholly or jointly with another person, and the unauthorized person does not comply with the instructions of the Management Company to sell their shares and to provide evidence of such sale to the Management Company within 30 calendar days of receipt of such instruction, the Manage-ment Company may, at its sole discretion and directly after the business closing date men-tioned the information letter to the unauthorized person, undertake the compulsory redemption at the redemption amount.",0.0
396,The shares shall be redeemed in accordance with their respective conditions and the investor shall from that point on no longer be the owner of these shares.5.,0.0
397,Issue and redemption of company sharesA.,0.0
398,Company shares of the respective sub-fund are issued and redeemed on each bank business day in Luxembourg and Frankfurt/Main.,0.0
399,B.,0.0
400,"Company shares are issued on the basis of subscription applications received by the Com-pany, the Management Company or a paying agent appointed by the Company to issue and redeem company shares.C.",0.0
401,"The issue price is the net asset value per share plus an initial sales charge, the amount of which is set out for each sub-fund in the special section of the sales prospectus below.",0.0
402,It is payable promptly after the applicable valuation date.,0.0
403,The issue price may be increased by fees and other charges incurred in the respective countries of distribution.D.,0.0
404,"Shareholders are entitled at any time to request the redemption or exchange of their shares via one of the paying agents, the Manage-ment Company or the Investment Company.",0.0
405,Redemption will be effected only on a valuation date and at the redemption price.,0.0
406,"If the special section of the sales prospectus so stipulates for individual sub-funds, the redemption price may be reduced by a redemption fee.",0.0
407,"The redemption price shall be paid immediately after the relevant valuation date, unless the special section of the sales prospectus provides for a special regulation regarding the payment of the redemption price.",0.0
408,All other payments to the shareholders shall also be made through the above-mentioned offices.E.,0.0
409,"The Company shall have the right, after prior approval by the Depositary, to carry out substan-tial redemptions only once the corresponding assets of the respective sub-fund have been sold without delay.",0.0
410,F. The Management Company or the paying agent is obligated to transfer the redemption price to the country of the applicant only if this is not prohibited by law Œ for example by foreign exchange regulations Œ or by other circum-stances beyond the control of the Management Company or the paying agent.6.,0.0
411,Calculation of the NAV  per shareA.,0.0
412,The total net asset value of the Company is expressed in euro.,1.0
413,"To the extent that the annual and semian-nual reports and other financial statistics require information on the situation of the total net asset value of the Company in accordance with statutory regulations or the provisions of the sales prospectus, the assets of the respective sub-fund are trans-lated into euro.",0.0
414,The value of a share of the respective sub-fund is denominated in the currency specified for that sub-fund.,0.0
415,The net assets of the respective sub-fund are calcu-lated for each sub-fund on each bank busi-ness day in Luxembourg and Frankfurt/Main (hereinafter referred to as the ﬁvaluation dateﬂ).,0.0
416,The calculation is made by dividing 18the net assets of the respective sub-fund by the number of shares of the respective sub-fund of the Investment Company in circulation on the valuation date.,0.0
417,"On public holidays that are bank business days in a country that is relevant for the valuation date, as well as on December 24 and 31 of each year, the Investment Com-pany and the Depositary are currently refrain-ing from determining the net asset value per share.",0.0
418,"A different calculation of the net asset value per share is published in suitable newspapers in each country of distribution, as well as on the Internet at  funds.deutscheam.com/lu.B.",0.0
419,The net asset value of each sub-fund of the Company is determined according to the following principles: (1)  Securities and money market instruments listed on an exchange are valued at the most recent available price paid.,1.0
420,"(2)  Securities and money market instruments not listed on an exchange but traded on another regulated securities market are valued at a price no lower than the bid price and no higher than the ask price at the time of the valuation, and which the Management Company considers the best possible price at which the securities can be sold.",1.0
421,"(3)  In the event that such prices are not in line with market conditions, or for securi-ties and money market instruments other than those covered in (1) and (2) above for which there are no fixed prices, these securities and money market instru-ments, as well as all other assets, will be measured at the current market value as determined in good faith by the Manage-ment Company, following generally accepted valuation principles verifiable by auditors.",1.0
422,(4)  Liquid assets are valued at their nominal value plus interest.,0.0
423,(5)  Time deposits may be valued at their yield value if a contract exists between the Management Company and the Depositary stipulating that these time deposits can be withdrawn at any time and that their yield value is equal to the realized value.,0.0
424,(6)  All assets denominated in foreign curren-cies are translated into the currency of the sub-fund at the last mid-market exchange rate.,0.0
425,"(7)  The prices of the derivatives employed by the sub-fund will be set in the usual manner, which shall be verifiable by the auditor and subject to systematic exam-ination.",0.0
426,The criteria that have been speci-fied for pricing the derivatives shall remain in effect for the term of each individual derivative.,0.0
427,"(8)  Credit default swaps are valued according to standard market practice at the pres-ent value of future cash flows, whereby the cash flows are adjusted to take into account the risk of default.",0.0
428,"Interest rate swaps are valued at their market value, which is determined based on the yield curve for each swap.",0.0
429,"Other swaps are valued at an appropriate market value, determined in good faith in accordance with recognized valuation methods that have been specified by the Management Company and approved by the sub-fund™s auditor.",0.0
430,(9)  The target fund units contained in the sub-fund are valued at the most recent available redemption price that has been determined.C.,0.0
431,An income adjustment account is maintained.D.,0.0
432,"For large-scale redemption requests that cannot be met from the liquid assets and allowable credit facilities, the Investment Company may determine the net asset value per share of the respective sub-fund on the basis of the price on the valuation date on which it sells the necessary securities; this price shall then also apply to subscription applications submitted at the same time.E.",0.0
433,"The assets are allocated as follows: (1)  The remuneration from the issue of shares within a sub-fund is assigned in the books of the Investment Company to the appropriate sub-fund, and the corre-sponding amount will increase the share in the net assets of the sub-fund accord-ingly, and assets, liabilities, income and expenses are attributed to the relevant sub-fund in accordance with the provi-sions of this section.",0.0
434,"(2)  Assets that are also derived from other assets are allocated in the books of the Investment Company to the same sub-fund as the assets from which they are derived, and at each revaluation of an asset the increase or decrease in value is allocated to the corresponding sub-fund.",0.0
435,"(3)  If the Investment Company enters into an obligation that is connected to a particular asset of a particular sub-fund or to an action relating to an asset of a particular sub-fund, this liability is allocated to the corresponding sub-fund.",0.0
436,"(4)  If an asset or a liability of the Investment Company cannot be allocated to a particu-lar sub-fund, that asset or liability will be allocated to all sub-funds in proportion to the net assets of the respective sub-fund or in such other manner as the Board of Directors determines in good faith; all liabilities, irrespective of their allocation to a sub-fund, are binding on the Company as a whole, unless other provisions have been agreed to with the creditors.",0.0
437,"(5)  After distribution of dividends to the share-holders of a sub-fund, the net asset value of that sub-fund is decreased by the amount of the distributions.7.",0.0
438,"Suspension of the issue  or redemption of shares  and their exchange, and  of calculation of the  net asset value per shareThe Management Company has the right to suspend the issue or redemption of shares and their exchange, as well as calculation of the net asset value per share of the respective sub-fund, if and while circumstances exist that make this suspension necessary and if the suspension is justified when taking into consideration the interests of the shareholders, in particular:a)  while an exchange or other regulated market on which a substantial portion of the securi-ties of the respective sub-fund are traded is closed (excluding normal weekends and holidays) or when trading on that exchange has been suspended or restricted;b)  in an emergency, if the respective sub-fund is unable to access its investments or cannot freely transfer the transaction value of its purchases or sales or calculate the net asset value per share in an orderly manner;c)  if the possibilities of disposing of assets of the sub-fund are limited because of the limited investment horizon of a sub-fund.Investors who have applied for redemption of shares will be informed promptly of the suspen-sion and will then be notified immediately once the calculation of the net asset value per share is resumed.Suspension of the issue and redemption of shares and the calculation of the net asset value per share will be published on the Internet at funds.deutscheam.com/lu and in accordance with the provisions of the country of distribution.Suspension of the issue or redemption of shares and their exchange, and of calculation of the net asset value per share of a sub-fund has no effect on another sub-fund.8.",0.0
439,"Exchange of sharesShareholders may, against payment of an exchange commission reduced by 0.5 percent-age points from the initial sales charge plus any applicable issue taxes and duties, exchange part or all of their shares for shares of a different sub-fund at any time.",0.0
440,"The exchange commission, which is charged for the benefit of Deutsche Asset Management S.A., is calculated based on the amount to be invested in the new sub-fund.",0.0
441,"The balance resulting from an exchange, if any, shall be converted into euro and paid out to the shareholders, if necessary, if this amount 19exceeds EUR 10.00 or 1% of the exchange amount.",0.0
442,The exchange will be effected only on a valuation date.9.,0.0
443,Distribution policyThe distribution policy is specified in the special section of the sales prospectus.,0.0
444,"A distribution, if effected, shall not reduce the Investment Com-pany™s share capital below the minimum capital.10.",0.0
445,"Management CompanyManagement Company,  investment management, administration, Registrar and  Transfer Agent, and distributionThe Board of Directors of the Investment Com-pany has appointed Deutsche Asset Manage-ment S.A. as the Management Company.The Investment Company has entered into a management contract with Deutsche Asset Management S.A.",0.0
446,The performance of adminis-trative tasks is subject to the Law of 2010.,0.0
447,Deutsche Asset Management S.A. is a public limited company under Luxembourg law.,0.0
448,It is established for an indeterminate time.,0.0
449,The contract can be terminated by either of the parties with three months™ notice.,0.0
450,"Management encompasses all the tasks of collective invest-ment management (investment management, administration, distribution) described in Annex II of the Luxembourg Law of 2010.The Board of Directors of the Investment Com-pany retains overall responsibility for the invest-ment of the assets of the respective sub-fund.The Management Company may delegate one or more tasks to third parties under its supervision and control, in accordance with the provisions of the Luxembourg Law of 2010 and CSSF Regula-tion 10-04 and any circulars issued in respect thereof.",0.0
451,"(i)  Investment management The Management Company may, under its own responsibility and control, appoint one or more fund managers for the day-to-day implementation of its investment policy.",0.0
452,Fund management encompasses the daily implementation of the investment policy and direct investment deci-sions.,0.0
453,"The fund manager will implement the investment policy, make investment decisions and continually adapt them to market develop-ments, taking into account the interests of the respective sub-fund.",0.0
454,"The Management Company has concluded a fund management agreement on behalf of the Investment Company with Deutsche Asset Management Investment GmbH, Frankfurt/Main, under its own responsibility and control and at its own expense.",0.0
455,Deutsche Asset Management Investment GmbH is an investment company under German law.,0.0
456,The contract can be termi-nated by either of the parties with three months™ notice.,0.0
457,"The designated fund manager may dele-gate all or part of fund management services under its supervision, control and responsibility and at its own expense.The fund manager may also engage investment advisors at its own expense, control and respon-sibility.",0.0
458,The investment advisory function encom-passes in particular the analysis and recommen-dation of suitable investment instruments for the assets of the sub-fund.,0.0
459,The fund manager is not bound by investment recommendations of the investment advisor.,0.0
460,Relevant details can be found for each sub-fund in the special section of the sales prospectus.,0.0
461,"(ii)  Administration, Registrar and Transfer AgentThe Management Company Deutsche Asset Management S.A. initially assumes the functions of central administration, in particular sub-fund accounting and the calculation of net asset value.",0.0
462,"In addition, Deutsche Asset Management S.A. is also responsible for further administrative activi-ties.",0.0
463,"This includes, among other things, the subsequent monitoring of investment limits and restrictions as well as the function as domiciliary agent, Registrar and Transfer Agent.In view of its function as Registrar and Transfer Agent, Deutsche Asset Management S.A. has entered into a sub-transfer agent agreement with State Street Bank GmbH in Munich.",0.0
464,"Under this agreement, State Street Bank GmbH will in particular assume the tasks of administering the global certificate deposited with Clearstream Banking AG, Frankfurt/Main.",0.0
465,(iii)  DistributionDeutsche Asset Management S.A. acts as the main distributor.Special noteThe Investment Company draws the attention of investors to the fact that any investor may assert his or her investor rights in their entirety directly against the sub-fund Œ in particular the right to participate in shareholders™ meetings Œ only if the investor himself or herself has subscribed to the sub-fund™s shares in his or her own name.,0.0
466,"In cases where an investor has invested in a sub-fund through an intermediary that invests in its name, but on behalf of the investor, not all investor rights can necessarily be asserted directly by the investor against the sub-fund.",0.0
467,Investors are advised to inform themselves about their rights.11.,0.0
468,DepositaryThe Depositary is State Street Bank Luxembourg S.C.A.,0.0
469,It is a partnership limited by shares (Kom-manditgesellschaft auf Aktien) under Luxem-bourg law and conducts banking transactions.,0.0
470,"The function of the Depositary is governed by the Law of 2010, the articles of incorporation and by-laws and the Depositary Agreement.",0.0
471,Its main function is to hold the assets of the Investment Company in custody.,0.0
472,It also performs special monitoring functions.,0.0
473,"It acts in the interests of the shareholders.Functions of the DepositaryThe Depositary is entrusted with the following main functions: Œensuring that the sale, issue, redemption and cancellation of shares takes place in accor-dance with applicable law and the articles of incorporation and by-laws; Œensuring that the value of the shares is determined in accordance with applicable law and the articles of incorporation and by-laws; Œcarrying out the instructions of the Invest-ment Company, insofar as they do not violate applicable law and the articles of incorpora-tion and by-laws; Œensuring that, in transactions relating to the assets of the sub-fund, consideration is paid within the customary time limits; Œensuring that the income of the sub-fund is used in accordance with applicable law and the articles of incorporation and by-laws; Œmonitoring the cash and cash flows of the sub-fund; Œholding the assets of the sub-fund in custody, including financial instruments to be held in custody, reviewing ownership and keeping records of other assets.Liability of the DepositaryIn the event of a loss of a financial instrument held in custody which is determined in accor-dance with the UCITS Directive and in particular article 18 of the UCITS Regulation, the Deposi-tary shall immediately return to the Investment Company any financial instrument of the same type or refund the corresponding amount with-out delay.The Depositary shall not be liable if it can prove that the loss of a financial instrument held in custody is attributable to external events that cannot reasonably be controlled and the conse-quences of which could not have been avoided despite all reasonable efforts under the UCITS Directive.In the event of the loss of financial instruments held in custody, shareholders may assert liability claims against the Depositary directly or indi-rectly through the Investment Company, pro-vided that this does not lead to duplication of claims for recourse or unequal treatment of the shareholders.20The Depositary shall be liable to the Investment Company for all other losses incurred by the Investment Company as a result of its negligent or intentional failure to comply with its obliga-tions under the UCITS Directive.The Depositary shall not be liable for indirect or consequential damages or special damages or losses resulting from or in connection with the performance or non-performance of the func-tions and duties by the Depositary.TransferThe Depositary shall have the broadest powers to delegate all or part of its custody functions, but its liability shall not be affected by the fact that it has entrusted all or part of the assets it is to hold in custody to a third party.",0.0
474,"The liability of the Depositary shall remain unaffected by the delegation of its custody functions under the Depositary Agreement.The Depositary has transferred the tasks listed in article 22 (5) (a) of the UCITS Directive to State Street Bank and Trust Company, with registered office at Copley Place 100, Hunting-ton Avenue, Boston, Massachusetts 02116, USA, which it has designated as its global sub-custodian.",0.0
475,"As global sub-custodian, State Street Bank and Trust Company has designated local sub-custodians within the State Street Global Custody Network.",0.0
476,Information on the custody functions that have been delegated and the identification of the respective agents and sub-agents is available at the registered office of the Management Com-pany or on the following Web site: www.stat-estreet.com/about/office-locations/luxembourg/subcustodians.html.12 Costs and services receivedThe sub-funds pay to the Management Com-pany an all-in fee on the net assets of the sub-fund based on the net asset value calcu-lated on the valuation date.,0.0
477,The exact amount of the all-in fee is specified in the respective special section of the sales prospectus.,0.0
478,"The all-in fee may include service fee, assessed as a percentage of the sub-fund™s assets, for the benefit of the Management Company that may be passed on in whole or in part to intermediar-ies; the amount of any such percentage fee is indicated in the respective special section of the sales prospectus.",0.0
479,The service function of the main distributor includes not only the distri-bution of the shares but also the execution of certain other administrative tasks.,0.0
480,The all-in fee is usually withdrawn from the sub-fund at the end of the month.,0.0
481,"This all-in fee is used in particular to pay for administration, fund man-agement, distribution (if applicable) and the Depositary.",0.0
482,"In addition to the all-in fee, the following expenses may be charged to the sub-fund: Œall taxes imposed on the assets of the sub-fund and on the sub-fund itself (in particular the taxe d™abonnement), as well as any taxes that may arise in connection with administrative and depositary costs; Œcosts incurred in connection with the acqui-sition and sale of assets, as well as costs associated with ﬁpre-hedgingﬂ agreements; Œextraordinary costs (e.g., litigation costs) incurred to protect the interests of the share-holders of the sub-fund; the decision to cover these costs is made individually by the Board of Directors and must be reported separately in the annual report; Œcosts for providing information to the inves-tors of the sub-fund by means of a durable medium, with the exception of the cost of information in the event of fund mergers and measures taken in connection with computa-tion errors in the determination of the net asset value per share, or in cases of invest-ment limit violations.In addition, a performance-based fee can be paid, the amount of which is also determined by the respective special section of the sales prospectus.",0.0
483,"Investment in units of target funds Investments in target funds can lead to double charges, as fees are charged both at the level of the sub-fund and at the level of a target fund.",0.0
484,"In connection with the acquisition of target fund units, the following types of fees are borne directly or indirectly by the investors in the sub-fund:  Œthe management fee / all-in fee of the target fund;  Œthe performance-based fees of the target fund;  Œthe initial sales charges and redemption fees of the target fund; Œreimbursements of expenses by the target fund; and  Œother costs.",0.0
485,The annual and semiannual reports will contain a disclosure of the initial sales charges and redemption fees that have been charged to the sub-fund during the reporting period for the acquisition and redemption of units of target funds.,0.0
486,"In addition, the annual and semiannual reports shall disclose the fees charged to the sub-fund by another company as a management fee / all-in fee for the target fund units held in the sub-fund.",0.0
487,"If the assets of the sub-fund are invested in units of a target fund managed directly or indirectly by the same Management Company or another company with which the Management Company is jointly managed or controlled or connected through a significant direct or indirect invest-ment, the Management Company or the other company shall not charge the sub-fund any initial sales charges or redemption fees for the pur-chase or redemption of shares of this other sub-fund.The share of the management or all-in fee attrib-utable to the shares of affiliated investment funds (double charge or difference method) can be found in the respective special section of the sales prospectus.Income resulting from the use of securities lending and repurchase agreements should, in principle, be transferred to the sub-fund™s assets Œ less direct or indirect operational costs.",0.0
488,"The Management Company shall have the right to charge a fee for the initiation, preparation and execution of such transactions.",0.0
489,"The Management Company shall, however, receive for the initia-tion, preparation and execution of securities lending transactions (including synthetic securi-ties lending transactions) and securities repur-chase agreements for the account of the sub-fund a flat fee of up to 40% of the income from these transactions.",0.0
490,"The Management Company shall bear the costs incurred in connection with the preparation and execution of such transac-tions, including any fees payable to third parties (e.g., transaction costs to be paid to the Deposi-tary as well as costs for the use of special information systems to secure best execution).Certain costs and fees may arise in connection with total return swaps, especially with respect to entering into these transactions and/or any increase or decrease in their nominal values.",0.0
491,These may be flat fees or variable fees.,0.0
492,"Further information on costs and fees that the Invest-ment Company must bear, as well as the identi-ties of the recipients and all relationships (if any) existing between them and the Management Company, the fund manager or the Depositary, are disclosed in the annual report.",0.0
493,Income result-ing from the use of total return swaps is gener-ally transferred to the sub-fund™s assets Œ less direct or indirect operational costs.Costs are allocated to the individual sub-fund.,0.0
494,"If costs relate to multiple or all sub-funds, the costs are charged to the relevant sub-fund in proportion to its net asset value.The costs mentioned above are listed in the annual reports.",0.0
495,"As a rule, the Management Company may pass on parts of its management fee to intermediar-ies.",0.0
496,Such payments are in compensation for sales services performed on an agency basis.,0.0
497,They may constitute a substantial share of the management fee.,0.0
498,The annual report contains additional information on this.,0.0
499,The Management Company does not receive any reimbursement of the fees and expense reimbursements paid out of the sub-fund™s assets to the Depositary and to third parties.,0.0
500,"In addition to the above-men-tioned costs, in some countries additional costs may be incurred by the investor in connection with the functions and services of local 21distributors, paying agents or similar entities.",0.0
501,"These costs are not borne by the sub-fund™s assets, but directly by the investor.13.",0.0
502,"TaxesWithin the scope of articles 174Œ176 of the Law of 2010, the assets of the respective sub-fund or share class are generally subject to a tax in the Grand Duchy of Luxembourg (the ﬁtaxe d™abonnementﬂ) of 0.05% or 0.01% p.a.",0.0
503,"at present, payable quarterly on the net assets of the sub-fund or share class reported at the end of each quarter.",0.0
504,The rate is 0.01% p.a.,0.0
505,"with regard to:a)  sub-funds whose sole purpose is to invest in money market instruments and time deposits with credit institutions;b)  sub-funds whose sole purpose is to invest in time deposits with credit institutions;c)  individual (sub-)funds and individual share classes, provided that the investment in these (sub-)funds or share classes is reserved for one or more institutional investors.In accordance with article 175 of the Law of 2010, the assets of a (sub-)fund or share class may also be fully exempted from the taxe d™abonnement under certain conditions.",0.0
506,The applicable tax rate for a sub-fund or share class is specified in the respective special sec-tion of the sales prospectus.The income of the sub-funds may be subject to withholding tax in countries in which the sub-fund™s assets are invested.,0.0
507,"In such cases, neither the Depositary nor the Management Company is obliged to obtain tax certificates.The tax treatment of sub-fund income for inves-tors depends on the tax regulations applicable to the investor in each individual case.",0.0
508,A tax advisor should be consulted for information on the individual tax burden on investors (in particular non-resident taxpayers).,0.0
509,14.,0.0
510,"Shareholders™ meetingsThe shareholders™ meeting represents the entire body of shareholders, regardless of which partic-ular sub-fund a shareholder has invested in.",0.0
511,It has the power to make decisions on all matters pertaining to the Company.,0.0
512,The resolutions of the shareholders™ meeting in matters concerning the Company as a whole are binding for all shareholders.The general shareholders™ meeting takes place annually at the registered office of the Invest-ment Company or at any other place specified in the invitation.,0.0
513,It is generally held on April 15 of each year at 4:30 PM CET.,0.0
514,"In years when April 15 falls on a bank holiday, general shareholders™ meetings will be held on the next bank business day.",0.0
515,The shareholders of a sub-fund can also hold a shareholders™ meeting at any time in order to decide on actions pertaining exclusively to that sub-fund.,0.0
516,"Similarly, the shareholders of a share class of a sub-fund can hold a shareholders™ meeting at any time in order to decide on actions pertaining exclusively to that share class.Invitations to general and extraordinary share-holders™ meetings are published at least fifteen (15) days prior to the shareholders™ meeting in the Recueil Electronique des Sociétés et Associ-ations (ﬁRESAﬂ) of the Trade and Companies Register, as well as in a Luxembourg newspaper and in newspapers in each country of distribution that the Board of Directors deems appropriate.",0.0
517,"Invitations to registered shareholders may be sent at least eight (8) days prior to the sharehold-ers™ meeting.If all shares are in registered form, the invitation to each shareholders™ meeting at least eight days before the meeting can only be issued by means of a registered letter.15.",0.0
518,"Establishment, closing  and merger of sub-funds  or share classesA.",0.0
519,The establishment of sub-funds or share classes is decided by the Board of Directors of the Investment Company.B.,0.0
520,"The Board of Directors may initiate the liquidation of one or more sub-funds if the total value of the net assets of the respective sub-fund falls below a value which, according to the Board of Directors, no longer permits the sub-fund to be managed in an economically meaning-ful manner.",0.0
521,The same shall apply to the extent that a change in political or economic conditions or the protection of the interests of shareholders or the Investment Company justifies such liquida-tion.,0.0
522,"In the event of liquidation of a sub-fund, shareholders will be paid the net asset value of their shares on the valuation date on which the decision becomes effective.If a situation arises that leads to the liquidation of the sub-fund, the issue of shares shall be discon-tinued.",0.0
523,"Unless otherwise determined by the Board of Directors, the redemption of shares shall continue to be possible, provided that equal treatment of the shareholders can be ensured.",0.0
524,"On the instructions of the Investment Company or, where applicable, the liquidators appointed by the shareholders™ meeting, the Depositary will divide the proceeds of the liquidation less the costs of liquidation and fees among the share-holders of the respective sub-fund according to their entitlement.",0.0
525,"The net proceeds of liquidation not collected by shareholders upon completion of the liquidation proceedings will at that time be deposited by the Depositary with the Caisse de Consignation in Luxembourg for the account of shareholders entitled to them, where such amounts will be forfeited if not claimed by the statutory deadline.Furthermore, the Board of Directors can declare the cancellation of the issued shares in such a sub-fund and the allocation of shares to another sub-fund, subject to approval by the sharehold-ers™ meeting of the shareholders of that other sub-fund, provided that for the period of one month after publication according to the provi-sion below, the shareholders of the correspond-ing sub-funds shall have the right to demand the redemption or exchange of all or part of their shares at the applicable net asset value without additional cost.The liquidation of a sub-fund must generally be completed within a period of nine (9) months from the decision on liquidation.",0.0
526,"Upon comple-tion of the liquidation of a sub-fund, all remaining amounts shall be deposited with the Caisse de Consignation as soon as possible.",0.0
527,All redeemed shares are voided.C.,0.0
528,The Board of Directors can resolve to liqui-date a share class within a sub-fund and pay out to the shareholders of this share class the net asset value of their shares (taking into consider-ation the actual realization values and realization costs with respect to investments in connection with this cancellation) on the valuation date on which the decision becomes effective.,0.0
529,"Further-more, the Board of Directors can declare the cancellation of the issued shares in a particular share class of such a sub-fund and the allocation of shares of a different share class of the same sub-fund, provided that for the period of one month after publication according to the provi-sion below, the shareholders of the sub-fund share class to be cancelled shall have the right to demand the redemption or exchange of all or part of their shares at the applicable net asset value, in accordance with the procedure stipu-lated the articles of incorporation and by-laws and without additional cost.D.",0.0
530,"Pursuant to the definitions and conditions laid down in the Law of 2010, a sub-fund may be merged with another sub-fund of the Investment Company, with a foreign or Luxembourg UCITS, or with a sub-fund of a foreign or Luxembourg UCITS, either as a merging or receiving sub-fund.",0.0
531,The Board of Directors is empowered to decide on such mergers.The shareholders will be informed of the merger.,0.0
532,"Shareholders may request the redemption or exchange of shares free of charge within a period of at least thirty (30) days, as detailed in the relevant publication.22E.",0.0
533,The Board of Directors can resolve to merge share classes within a sub-fund.,0.0
534,"The result of such a merger is that the investors in the share class to be cancelled receive shares of the receiving share class, the number of which is based on the ratio of the net asset values per share of the share classes involved at the time of the merger, with a provision for settlement of fractions if necessary.16.",0.0
535,Liquidation or merger of the Investment CompanyA.,0.0
536,The Investment Company can be liquidated at any time by the shareholders™ meeting.,0.0
537,"For resolutions to be valid, the statutory quorum is required.B.",0.0
538,"As required by law and the sales prospectus, a liquidation of the Investment Company shall be announced by the Investment Company in the Trade and Companies Register (RESA) and in at least two (2) daily newspapers of sufficiently broad circulation, one of which must be a Lux-embourg newspaper.C.",0.0
539,"If a situation arises resulting in the liquidation of the Investment Company, the issue of shares will be halted.",0.0
540,"Unless otherwise determined by the Board of Directors, the redemption of shares shall continue to be possible, provided that equal treatment of the shareholders can be ensured.",0.0
541,"On the instructions of the Investment Company or, where applicable, the liquidators appointed by the shareholders™ meeting, the Depositary will divide the proceeds of the liquidation less the costs of liquidation and fees among the share-holders of the respective sub-funds according to their entitlement.",0.0
542,"The net proceeds of liquidation not collected by shareholders upon completion of the liquidation proceedings will at that time be deposited by the Depositary with the Caisse des Consignations in Luxembourg for the account of shareholders entitled to them, where such amounts will be forfeited if not claimed by the statutory deadline.D.",0.0
543,"The Investment Company may be the subject of cross-border and domestic mergers, either as a merging UCITS or as a receiving UCITS, in accordance with the definitions and conditions laid down in the Law of 2010.",0.0
544,"If the Investment Company is the receiving UCITS, the Board of Directors shall decide on such a merger and its effective date.",0.0
545,"If the Investment Company is the merging UCITS and therefore no longer exists, the shareholders™ meeting shall decide on the merger and its effective date by a majority of the votes of the shareholders present or repre-sented.",0.0
546,The closing date of the merger is for-mally determined by a notarial deed.The shareholders will be informed of the merger.,0.0
547,"Shareholders may request the redemption or exchange of shares free of charge within a period of at least thirty (30) days, as detailed in the relevant publication.17.",0.0
548,PublicationsA.,0.0
549,Issue and redemption prices may be requested from the Management Company and all paying agents.,0.0
550,"In addition, the valid prices are published regularly in appropriate media (such as the Internet, electronic information systems, newspapers, etc.).B.",0.0
551,The Investment Company produces an audited annual report and a semiannual report according to the laws of the Grand Duchy of Luxembourg.,0.0
552,"C. The sales prospectus, the key investor infor-mation documents, the articles of incorporation and by-laws, and the annual and semiannual reports are available free of charge to sharehold-ers at the registered office of the Company and at all sales and paying agents.",0.0
553,"Copies of the following documents may also be inspected free of charge on any Luxembourg banking day during normal business hours at the registered office of the Company at 2, Boulevard Konrad Adenauer, 1115 Luxembourg:(i)  the management company agreement;(ii)  the depositary agreement;(iii)  the fund management agreement; and(iv)  the investment advisory agreement.D.",0.0
554,Announcements to shareholders can be viewed on the Management Company™s Web site at funds.deutscheam.com/lu.,0.0
555,"If provided for in a country of distribution, announcements are additionally published in a newspaper or other publication medium specified by law.",0.0
556,"Where required by law in Luxembourg, publications will continue to be published in at least one Luxem-bourg daily newspaper and, where appropriate, in the Trade and Companies Register (RESA).18.",0.0
557,"Establishment,  The Investment Company was established on February 23, 2000, for an indefinite period of time.",0.0
558,"Its fiscal year ends on December 31 of each year.23DWS Funds Global Protect 80Investor profile Income-orientedSub-fund currency EuroSub-fund manager Deutsche Asset Management Investment GmbHInception date August 2, 2004Maturity date No fixed maturityInitial issue price EUR 104 (incl.",0.0
559,"4% initial sales charge)Performance benchmark ŒReference portfolio (risk benchmark) MSCI THE WORLD INDEX in EURLeverage Maximum of twice the sub-fund™s assetsValuation date Each bank business day in Luxembourg and Frankfurt/Main  A bank business day is a day on which the commercial banks are open for regular business in Luxembourg and  Frankfurt/Main and settle payments.Order acceptance  All subscription, redemption and exchange orders are placed on the basis of an unknown net asset value per share.",0.0
560,Orders received by the Management Company or the paying agent at or before 4:00 PM Luxembourg time on a valuation date are processed on the basis of the net asset value per share on the next valuation date.,0.0
561,"Orders received after 4:00 PM Luxembourg time are processed on the basis of the net asset value per share on the valuation date immediately following that next valuation date.Value date  In the case of a purchase, the equivalent value is charged two bank business days after issue of the shares.",0.0
562,The equivalent value is credited within two bank business days after redemption of the shares.Distribution policy ReinvestmentInitial sales charge Up to 5%(payable by the shareholder)Redemption fee 0%(payable by the shareholder)All-in fee* Up to 1.1% p.a.,0.0
563,(payable from the net assets of sub-fund)Issue of fractional shares Up to three decimal placesTaxe d™abonnement 0.05% p.a.,0.0
564,"(payable from the net assets of sub-fund)Guarantee  Yes, for the exact scope of the guarantee, cf.",0.0
565,"the following section ﬁGuaranteeﬂFor the sub-fund with the name DWS Funds Global Protect 80, the following provisions shall apply in addition to the regulations set out in the general section of the sales prospectus.Investment policyThe objective of the investment policy is to seek appreciation of capital in euro.",0.0
566,"The sub-fund may invest between 0% and  100% in fixed rate and floating rate securities,  in equities, in units and shares of undertakings for collective investment in transferable securi-ties or in shares of exchange traded funds (ETF).",0.0
567,"Where the sub-fund™s assets are invested in units of Undertakings for Collective Investment in Transferable Securities, such investments may include, in particular, units of foreign and domes-tic equity funds, mixed securities funds, fixed-in-come securities funds, money market funds including those with short-term maturity struc-tures, as well as funds organized under Part I of the Law of 2010, that invest in the international commodity sector.",1.0
568,"Based on an assessment of the market situation, the assets of the sub-fund can be fully invested in any one of these fund categories.",1.0
569,"Moreover, the sub-fund™s assets can be invested Œ if needed, even fully Œ in equities, equity certificates, convertible bonds, convertible debentures and warrant-linked bonds or in participation and dividend-right certificates.",0.0
